F:\Udacity Self-Driving Car NanoDegree\P1. CV, DL and Sensor\L12.TRANSFER\term1-simulator-windows\REC1\IMG\center_2021_04_03_13_34_49_982.jpg,F:\Udacity Self-Driving Car NanoDegree\P1. CV, DL and Sensor\L12.TRANSFER\term1-simulator-windows\REC1\IMG\left_2021_04_03_13_34_49_982.jpg,F:\Udacity Self-Driving Car NanoDegree\P1. CV, DL and Sensor\L12.TRANSFER\term1-simulator-windows\REC1\IMG\right_2021_04_03_13_34_49_982.jpg,0,0,0,1.012455E-05
F:\Udacity Self-Driving Car NanoDegree\P1. CV, DL and Sensor\L12.TRANSFER\term1-simulator-windows\REC1\IMG\center_2021_04_03_13_34_50_054.jpg,F:\Udacity Self-Driving Car NanoDegree\P1. CV, DL and Sensor\L12.TRANSFER\term1-simulator-windows\REC1\IMG\left_2021_04_03_13_34_50_054.jpg,F:\Udacity Self-Driving Car NanoDegree\P1. CV, DL and Sensor\L12.TRANSFER\term1-simulator-windows\REC1\IMG\right_2021_04_03_13_34_50_054.jpg,0,0,0,5.02737E-06
F:\Udacity Self-Driving Car NanoDegree\P1. CV, DL and Sensor\L12.TRANSFER\term1-simulator-windows\REC1\IMG\center_2021_04_03_13_34_50_132.jpg,F:\Udacity Self-Driving Car NanoDegree\P1. CV, DL and Sensor\L12.TRANSFER\term1-simulator-windows\REC1\IMG\left_2021_04_03_13_34_50_132.jpg,F:\Udacity Self-Driving Car NanoDegree\P1. CV, DL and Sensor\L12.TRANSFER\term1-simulator-windows\REC1\IMG\right_2021_04_03_13_34_50_132.jpg,0,0,0,1.10093E-05
F:\Udacity Self-Driving Car NanoDegree\P1. CV, DL and Sensor\L12.TRANSFER\term1-simulator-windows\REC1\IMG\center_2021_04_03_13_34_50_207.jpg,F:\Udacity Self-Driving Car NanoDegree\P1. CV, DL and Sensor\L12.TRANSFER\term1-simulator-windows\REC1\IMG\left_2021_04_03_13_34_50_207.jpg,F:\Udacity Self-Driving Car NanoDegree\P1. CV, DL and Sensor\L12.TRANSFER\term1-simulator-windows\REC1\IMG\right_2021_04_03_13_34_50_207.jpg,0,0,0,1.939681E-05
F:\Udacity Self-Driving Car NanoDegree\P1. CV, DL and Sensor\L12.TRANSFER\term1-simulator-windows\REC1\IMG\center_2021_04_03_13_34_50_288.jpg,F:\Udacity Self-Driving Car NanoDegree\P1. CV, DL and Sensor\L12.TRANSFER\term1-simulator-windows\REC1\IMG\left_2021_04_03_13_34_50_288.jpg,F:\Udacity Self-Driving Car NanoDegree\P1. CV, DL and Sensor\L12.TRANSFER\term1-simulator-windows\REC1\IMG\right_2021_04_03_13_34_50_288.jpg,0,0,0,1.13112E-05
F:\Udacity Self-Driving Car NanoDegree\P1. CV, DL and Sensor\L12.TRANSFER\term1-simulator-windows\REC1\IMG\center_2021_04_03_13_34_50_358.jpg,F:\Udacity Self-Driving Car NanoDegree\P1. CV, DL and Sensor\L12.TRANSFER\term1-simulator-windows\REC1\IMG\left_2021_04_03_13_34_50_358.jpg,F:\Udacity Self-Driving Car NanoDegree\P1. CV, DL and Sensor\L12.TRANSFER\term1-simulator-windows\REC1\IMG\right_2021_04_03_13_34_50_358.jpg,0,0,0,3.009686E-06
F:\Udacity Self-Driving Car NanoDegree\P1. CV, DL and Sensor\L12.TRANSFER\term1-simulator-windows\REC1\IMG\center_2021_04_03_13_34_50_433.jpg,F:\Udacity Self-Driving Car NanoDegree\P1. CV, DL and Sensor\L12.TRANSFER\term1-simulator-windows\REC1\IMG\left_2021_04_03_13_34_50_433.jpg,F:\Udacity Self-Driving Car NanoDegree\P1. CV, DL and Sensor\L12.TRANSFER\term1-simulator-windows\REC1\IMG\right_2021_04_03_13_34_50_433.jpg,0,0,0,1.3548E-05
F:\Udacity Self-Driving Car NanoDegree\P1. CV, DL and Sensor\L12.TRANSFER\term1-simulator-windows\REC1\IMG\center_2021_04_03_13_34_50_506.jpg,F:\Udacity Self-Driving Car NanoDegree\P1. CV, DL and Sensor\L12.TRANSFER\term1-simulator-windows\REC1\IMG\left_2021_04_03_13_34_50_506.jpg,F:\Udacity Self-Driving Car NanoDegree\P1. CV, DL and Sensor\L12.TRANSFER\term1-simulator-windows\REC1\IMG\right_2021_04_03_13_34_50_506.jpg,0,0,0,4.481532E-06
F:\Udacity Self-Driving Car NanoDegree\P1. CV, DL and Sensor\L12.TRANSFER\term1-simulator-windows\REC1\IMG\center_2021_04_03_13_34_50_584.jpg,F:\Udacity Self-Driving Car NanoDegree\P1. CV, DL and Sensor\L12.TRANSFER\term1-simulator-windows\REC1\IMG\left_2021_04_03_13_34_50_584.jpg,F:\Udacity Self-Driving Car NanoDegree\P1. CV, DL and Sensor\L12.TRANSFER\term1-simulator-windows\REC1\IMG\right_2021_04_03_13_34_50_584.jpg,0,0,0,8.830345E-07
F:\Udacity Self-Driving Car NanoDegree\P1. CV, DL and Sensor\L12.TRANSFER\term1-simulator-windows\REC1\IMG\center_2021_04_03_13_34_50_661.jpg,F:\Udacity Self-Driving Car NanoDegree\P1. CV, DL and Sensor\L12.TRANSFER\term1-simulator-windows\REC1\IMG\left_2021_04_03_13_34_50_661.jpg,F:\Udacity Self-Driving Car NanoDegree\P1. CV, DL and Sensor\L12.TRANSFER\term1-simulator-windows\REC1\IMG\right_2021_04_03_13_34_50_661.jpg,-0.05,0.2309964,0,0.07627717
F:\Udacity Self-Driving Car NanoDegree\P1. CV, DL and Sensor\L12.TRANSFER\term1-simulator-windows\REC1\IMG\center_2021_04_03_13_34_50_728.jpg,F:\Udacity Self-Driving Car NanoDegree\P1. CV, DL and Sensor\L12.TRANSFER\term1-simulator-windows\REC1\IMG\left_2021_04_03_13_34_50_728.jpg,F:\Udacity Self-Driving Car NanoDegree\P1. CV, DL and Sensor\L12.TRANSFER\term1-simulator-windows\REC1\IMG\right_2021_04_03_13_34_50_728.jpg,-0.2,0.4038375,0,0.3716761
